"start","end","text"
"285620","305540"," сделаю визуально твою музыку. Или помогаю творцам вырасти через блог и свою самость. Это как раз-таки та выгода, через которую человек понимает, стоит ли ему остаться в вашем блоге, что он может найти полезного в этом блоге для себя. И те выгоды, которые помогают принять решение подписаться на вас"
"305540","332340"," или нет, смотреть ваш контент дальше или нет. Шапка. Нет, как еще она? Могу попросить вас выключить звук? Спасибо большое. Так, по шапке это самые главные моменты. Можем двигаться дальше, все, что входит в упаковку. Итак, highlights или же актуальные. Что это такое? Это контент, через который ваш"
"332340","350760"," холодный подписчик понимает, кто вы на самом деле. То есть помимо того, что он видит, допустим, что вы эксперт, или вы фотограф, или вы дизайнер и так далее, через highlights он может глубже заглянуть в вашу историю и глубже узнать вас как человека, ваши ценности, ваш подход и все остальное. "
"351680","367980"," Что я рекомендую направлять в highlights и две самые главные папочки, которые стоит запомнить, если они у вас еще не заполнены. Первая – это папочка «Кто я?» или же папочка «Мой путь». Тут вы можете и две одновременно сделать, и одну. Как вам больше нравится в зависимости от того,"
"368120","386820"," какой нишей вы занимаетесь. Что я рекомендую направлять в папку «Кто я?» Это история о себе в контексте того, чем вы занимаетесь, в контексте вашей деятельности. То есть, допустим, если вы эксперт, вам важно рассказать свою историю не с момента вашего рождения, в каком городе вы родились, не с"
"386820","404460"," момента начала вашей биографии. То есть эти все факты не несут такой важности, как те моменты, почему вы стали экспертом, как вы стали экспертом, какой у вас опыт и так далее. То есть важно в папке «Кто я?» как раз-таки донести те моменты, которые касаются вашей деятельности, которые"
"404460","421940"," могут быть интересны и важны для вашей будущей аудитории, которые пришли к вам в блог. Потому что, как я напомню, самая главная суть хайлайтов и актуальных – это перенести из категории человека холодного подписчика, то есть человека, который с вами не знаком, который, возможно, не имеет никакого"
"421940","438840"," желания подписаться на вас, но он случайно нашел какой-то ваш контент, там, рилс или пост, и, пройдя через ваши хайлайты, то есть посмотрев ваши сторисы, он может принять решение о том, чтобы подписаться или перейти к вам в телеграм-канал или еще что-то. То есть он переходит из"
"438840","457980"," состояния холодного подписчика в теплого подписчика за счет того, что он прогревается через вашу личную историю. С актуальным «Кто я?» тут уже рассказала. «Мой путь» – это немножко такая более глубокая и более продолжительная история, которая может быть и отсылка какого-то вашего конкретного пути. "
"458100","476860"," То есть, допустим, вы посвящаете ваших подписчиков то, где вы были, и вдруг вы решили принять решение о том, чтобы, там, сменить работу или начать вести блог, или вы… Ну, я не знаю, короче, кризис какой-то. Много разных ситуаций, которые такие именно переломные и которые как раз-таки и"
"476860","500880"," интересны вашей биографии за счет того, что с этого момента все изменилось. Вот. Как раз-таки «Мой путь», он и говорит про это. Меня сейчас слышно, надеюсь. Это меня выключили, что в этом… Да, да. Так, все супер. И, собственно, в «Моем пути» мы раскрываем вот этот момент кризиса, переходы"
"500880","519780"," из одного состояния в другое. И самая главная суть этого хайлайта – это раскрыть вас как человека, раскрыть ваши личностные, возможно, профессиональные качества и донести вашу ценность. То есть, как вы смотрите на мир, почему вы пришли к тем или иным решениям, для того чтобы аудитория могла понять,"
"520400","537460"," схож этот человек со мной по взглядам или нет, откликаются ли его ценности мне, подходят ли эти ценности для моих ценностей, допустим. Есть ли что-то схожее между нами. И одновременно с этим, чтобы человек увидел различия между вами и подписчиком. То есть, если есть различия, это значит, что"
"537460","557020"," человек понимает, что он может у вас чему-то научиться. Он может на вас подписаться, собственно, для того, чтобы добрать того, чего ему не хватает и к чему ему хочется прийти. Чуть-чуть подробнее я расскажу, как это можно сформировать сейчас, допустим, папочку «Мой путь». Или же актуальное обо мне."
"557260","574240"," Давайте начнем с актуального обо мне. Здесь это, как я и сказала, такие более краткие факты о вас, которые именно касаются вашей деятельности. Например, если это не экспертная какая-то тема, можно сказать, я Насте говорю о крепких отношениях, тревожности, поиске себя, реализации мечты, без гонки с"
"574240","591020"," другими. То есть, через первую историю мы сразу понимаем, что человек про slow life, про то, чтобы, наоборот, не гнаться за успехом, не транслировать успех, а, наоборот, показывать жизнь такой, какая она есть. Вот, собственно, блок этого человека про это, и мы можем сразу же понять, откликается нам"
"591020","609100"," это по ценностям или нет. Если да, скорее всего, мы с большей вероятностью примем решение после посмотра этого хайлайта подписаться на человека. Или же, если у нас экспертный, допустим, блок, мы можем сказать так, я Ара, 31 год, сценарист и автор контента, делаю видео о рилсе, обучаю этому другим."
"609180","624360"," То есть сразу понятно, если мне, допустим, интересна тема рилса, если я хочу обучиться этому, если я хочу продвигаться через рилс, скорее всего, этот блок мне подойдет, и, скорее всего, я подпишусь на него. Вот, тут он вкинул несколько таких экспертных, не экспертных, точнее, несколько таких"
"624360","643240"," интересных фактов, которые могут сразу привлечь к себе внимание. Допустим, живу на две страны, 7 лет работал в общепите, ненавижу шумные вечеринки. Еще хочу, вам попозже чуть-чуть покажу, как может выглядеть актуальная про мой путь, но к этому мы еще вернемся. На этом моменте остановимся и подведем"
"643240","663680"," итоги, что вы можете в хайлайте о себе рассказать про свою историю в контексте вашей ниши, либо же рассказать про ваш какой-то переломный путь через хайлайт мой путь, собственно. Возвращаемся к упаковке, это то, о чем мы сейчас говорим. И еще один инструмент, который включает в себя упаковку,"
"663800","682280"," который помогает подписчику, который пришел к вам в блог, узнать вас получше, прогреться через ваш контент и перейти из одного контента в другой, допустим, про Воронку тоже попозже скажу. Это закрепленные посты. Что они делают? Они, по сути, выполняют ту же самую функцию, что и хайлайт, то есть они"
"682280","702480"," просто более подробно вводят человека в контекст вашей деятельности. Они имеют возможность выходить на новую аудиторию в отличие от хайлайт, потому что хайлайт могут видеть только те люди, которые непосредственно зашли к вам в блог. Закрепленные посты видны для всех. Более того, они работают как"
"702480","719100"," обычные посты, соответственно, они могут выходить на холодную аудиторию и просто за счет вот этой биографии, за счет этого приветствия сразу же привлекают в новую аудиторию. Поэтому я рекомендую хайлайт дублировать закрепленные посты. Сейчас тоже продемонстрирую, как это работает. То есть это может"
"719100","740400"," выглядеть вот так. Просто слайд, допустим, о том, кто я в 10 картинках. Я рекомендую по количеству делать не больше 10-11 максимум, то есть не делать из этого длинный лонгрид на 15-20 слайдов. Можете просто задать себе вопрос, допустим, если бы я перешел в блог к человеку, который"
"740400","758160"," мне потенциально интересен, какую информацию я бы хотела у него увидеть. И перенести это на себя и добавить, собственно, те же вещи, которые были бы вам самим, как зрителю, интересны в первую очередь. Я рассказала историю о том, допустим, в контексте своей личности, в контексте своей ниши, ментора"
"758160","775000"," по блогу, фотографа и человека, который обучает и просто ведет свой блог, чем я занимаюсь, чем я могу быть полезна, какие у меня есть услуги. И в конце подвела итог того, что сейчас, опять, вводим в контекст того, что человек может в моем блоге увидеть полезного для себя, интересного для"
"775000","790480"," себя, и на каком этапе он столкнулся со мной в этом блоге. Я рассказала, что сейчас я немного обучаю, ой, ой, немного снимаю, много обучаю, веду свой подкаст, проживаю в блоге свои взлеты и падения, и все это транслирую. То есть тоже сразу посвятила свою ценность о том, что у"
"790480","808020"," меня не какая-то идеализированная картинка, она максимально реалистична, и это я, собственно, и показываю, транслирую. И продолжаю учиться своим вещам, которые мне тоже интересны. Там психология, посты, которые связаны с творчеством, внутреннее мышление. Это, опять-таки, тоже для аудитории, чтобы,"
"808600","825360"," если человеку тоже интересно, допустим, психология или интересно внутреннее состояние, творчество, он тоже может принять решение о том, чтобы подписаться, допустим, на меня. С закрепленными постами мы закончили. Прежде чем мы перейдем к теме с визуалом, я сейчас загляну в чат. И если вам сейчас все"
"825360","849620"," понятно, тоже можете просто написать, что все понятно. Если вопросы какие-то остаются, то тоже можете один вопросик, допустим, вкинуть. Мы его сейчас разберем быстренько, а потом в конце уже максимально подробно перейдем к нему, когда закончим с этой презентацией. Примеры будут к информации"
"849620","870620"," теоретической. Я их, собственно, и показываю вам. Так, оптимально сколько stories в этом highlights обо мне? На самом деле... Закрою быстренько чатик. На самом деле по количеству. Тут тоже нужно ориентироваться на то, насколько длинный, допустим, ваш путь и длинная ваша история. У меня довольно"
"870620","890000"," много историй по количеству в highlights. Но я ориентировалась на то, что самая базовая информация была ориентирована где-то на 10, наверное, 15 слайдов. И остальную информацию, которая уже приходила в моменте жизни, то есть если у меня появлялись какие-то новые точки в моей биографии, я их просто"
"890000","906880"," добавляла в этот highlights. То есть это была не конечная точка того, что все, оно выглядит именно так и никак иначе, оно не может никак изменяться, а я просто туда добавляла какую-то информацию о себе. То есть, допустим, у меня прошла лекция в университете, я сделала протест-тори-теринг,"
"906940","926300"," и я добавила эту биографию в себе, чтобы люди тоже понимали, представляли, кто я как человек, какой у меня бэкграунд и все остальное. Я предлагаю сейчас перейти к теме визуала. Как я и сказала, на все вопросы максимально подробно отвечу уже в конце. Так, визуал. Визуал — это не просто"
"926300","945280"," красивая картинка, а инструмент, который формирует у аудитории нужное восприятие вас и вашего бренда. Сейчас вот еще раз остановимся. Визуал — это не просто картинка, она носит функцию того, чтобы донести впечатление, которое вы хотите производить у вашей аудитории. Самый классный вопрос, который"
"945280","966700"," вы можете задать себе, это «Как я хочу, чтобы меня воспринимала моя аудитория?». Вы можете на секунду остановиться и подумать, как бы вы хотели, чтобы вас воспринимали в контексте вашего блога. Каким вы хотите, чтобы вас видели? Экспертным, дружелюбным, своим в доску, человеком, который"
"966700","987960"," вдохновляет. Можете сейчас это все пометить, и мы потом в блоке с вопросами это тоже разберем. Это очень классный на самом деле вопрос, потому что он сразу помогает отсеять ненужное и перестать отдавать много времени и энергии визуалу, который, допустим, не выполняет свою функцию. Так, вопрос"
"987960","1006920"," задали себе, ответ записали, едем дальше. Что делает визуал? Он помогает создавать правильное первое впечатление. То есть, если вы хотите, чтобы вас воспринимали серьезно с тетей и дядей, соответственно, визуал может быть выстроен таким образом, я сейчас это тоже продемонстрирую, что он сразу же с"
"1006920","1022520"," первых секунд, как только человек попал к вам в блог, он вызывает эти же эмоции, эти же ощущения, и человек понимает, ага, он реально серьезный, все, я ему доверяю, допустим. Также визуал помогает транслировать ваши ценности. То есть, если, допустим, ваши ценности – это семья, вы включаете в свои"
"1022520","1037400"," визуалы кадры с семьей, кадры, как вы проводите время вместе, все остальное, и, соответственно, эти ценности будут транслироваться на человека. То есть, я говорю здесь очевидные вещи про то, что если вы хотите, чтобы вас воспринимали творческим, показывайте творчество. Если вы хотите, чтобы вас"
"1037400","1054220"," воспринимали, допустим, человеком, который вдохновляет, показывайте свои достижения, к примеру. То есть, просто одно с другим максимально связано, но очень многие упускают этот момент, потому что они, допустим, хотят, чтобы их воспринимали определенным образом, но сам человек по какой-то причине"
"1054220","1070280"," забывает все эти вещи транслировать. Он забывает показывать свои достижения, показывать свой какой-то быт, просто то, как он проводит свою жизнь, или свой каждый день. Также визуал помогает усиливать интерес и желание остаться. То есть, допустим, это презентация. Какую суть она носит, помимо"
"1070280","1089440"," информационной сути? Факт того, что вы можете сидеть и разглядывать, что я как нарисовала, или вот глаза, которые были на предыдущем слайде. То есть, это такая маленькая функция, но в то же время очень приятная, особенно хорошо она работает, если включить, допустим, посты. Если вы опять-таки хотите"
"1089440","1107380"," это сделать, просто человека чуть-чуть подольше оставить в вашем визуале, в вашем контенте, если он хочет это поразглядывать. Опять-таки, это не обязательная функция, это просто если вы решите для себя, что вам это нужно. Сейчас, собственно, перейдем к примерам, как это может выглядеть. Мы"
"1107380","1122820"," связываем сейчас ощущения, как мы хотим, чтобы нас воспринимали, и то, как это может выглядеть. К примеру, вы хотите, чтобы вас воспринимали эксперты, влюблялись в ваш образ жизни, доверяли вам и вашему опыту. Что мы, соответственно, будем транслировать? Мы будем транслировать, как мы обучаемся,"
"1123800","1140620"," если мы эксперты, или как мы переносим свои знания на кого-то. Допустим, как мы проводим лекции, или ведем, не знаю, уроки какие-то, или у нас постоянно созвоним. Мы это все включаем в новый контекст, мы можем показывать просто свой образ жизни, как это выглядит в моменте. Мы можем"
"1140620","1158120"," показывать моменты, когда вы, допустим, обучаетесь, поехали в библиотеку, или поехали на лекцию куда-то, или вы проходите какой-то курс, добавляете все это в визуал, показываете это все, процесс, это тоже очень важно, детали, это очень важно, даже банальные кадры с ноутбуком, или как вы сидите за"
"1158120","1176240"," работой, они тоже помогают выстраивать правильные впечатления. Это работает. То есть, если мы хотим, чтобы люди именно влюблялись в наш образ жизни, соответственно, мы показываем то, из чего состоит наша жизнь, как выглядит каждый наш день, что мы вносим в свою ежедневную рутину, это спорт, это"
"1176240","1192320"," обучение, это встреча с людьми и так далее. То есть, все мы это тоже помещаем в визуал. И есть еще такая классная штука, что многие почему-то забывают про то, что на Reels можно вставить обложки, но на самом деле функция обложек на Reels, она может быть как информационная, то"
"1192320","1209160"," есть мы можем туда добавить текст, типа 10 шрифтов, и человек, кликнув на эту обложку, он поймет, что это видео про 10 шрифтов. Но в то же время мы можем туда вставлять и просто кадры, которые дополняют нашу ленту общую, и из-за того, что в общей ленте Reels, которая"
"1209160","1227580"," не та, где вы листаете, а куда вы заходите, и там одновременно и картинки, и видео есть, из-за того, что в этой ленте нет показа обложек, вы можете ставить сюда абсолютно любые обложки. Так что вы можете использовать это так, как вы хотите. Либо информационно прям в саму обложку"
"1227580","1245560"," вшивать текст, и это тоже может работать. И можете просто вставить любую фотографию, картинку, которая дополняет тот образ и тот визуал в блоге, который у вас уже есть. И это тоже будет хорошо работать. Просто по визуальной ленте, по тому, как это гармонично между собой сочетается. Следующий"
"1245560","1268020"," пример. Допустим, вы хотите, чтобы вас слушали, шли за вашими идеями, за вашими мыслями. Тут суть в том, что это, допустим, архетип такого философа, архетип мыслителя. Это тот тип людей, которым легче писать, чем говорить, допустим, с говорящей головой выходить видео, именно когда весь его контент"
"1268020","1285900"," состоит из каких-то текстовых, допустим, вещей. Соответственно, блок может выглядеть таким образом. Он может выглядеть в формате шахматной доски, когда часть из них просто отражает ваш какой-то образ жизни или ваше видение, а часть это просто текст. И это сразу подразумевает то, что нужно обратить"
"1285900","1301680"," внимание на текст, особенно если мы включаем такую минималистичность, что у нас просто белый фон и просто текст. Оно как бы само за себя говорит, что сейчас обрати, пожалуйста, внимание на смыслы, которые я хочу тебе донести. Это тоже работает и может выглядеть вот так. Мне кажется, это тоже"
"1301680","1325420"," довольно интересно и несложно для реализации. На моем примере я, допустим, хочу, чтобы ко мне шли, чтобы я научила вас видеть как я или же создавать креатив, как создаю его я. При этом я хочу, чтобы моему экспертному мнению доверяли, меня слушали и воспринимали меня как человека, которому можно"
"1325420","1342800"," довериться и которому можно прийти за советом. Соответственно, в своем визуале я включаю смысловые картинки. Вы можете увидеть, это довольно большое обилие текста. Это тоже, как мы понимаем, намек на то, что нужно почитать именно, нужно послушать, обратить внимание на смыслы. И в то же время я сюда"
"1342800","1365640"," включаю необычные элементы, типа рисовка, всякие линии, звездочки, просто сама картинка во многих кадрах довольно киношная. Тоже подразумевает то, что я отношусь к визуалу с должным вниманием, соответственно могу этому научить, я это умею, и вы можете ко мне прийти, чтобы, допустим, тоже научиться"
"1365640","1387480"," делать так же. То есть мой визуал, он просто отображает то, как я хочу, чтобы меня воспринимали. Подводим итоги. Визуал это классный инструмент, если вы хотите им воспользоваться, если вы понимаете, для чего он классно может работать. То есть, это не просто та штука, над которой можно много времени"
"1387480","1404940"," тратить и не понимать, зачем красиво оформлять историю, зачем красиво оформлять посты, а когда вы понимаете и относитесь к построению вашей картинки с логикой того, что, допустим, я показываю сейчас свой образ жизни, я не вношу в визуал какие-то лишние элементы, которые будут неправильно"
"1404940","1421440"," считываться. Допустим, возьмем наш вопрос, который я задавала вам в самом начале, как вы хотите, чтобы вас воспринимали, у вас сформировался свой ответ, если нет, можете сейчас на него ответить. Как мы работаем с этим дальше, чтобы составить себе уже полноценный визуал? Двигайтесь по ассоциативному"
"1421440","1439320"," ряду. То есть, если вы написали «хочу, чтобы это был доверительный какой-то образ» или «хочу, чтобы это был экспертный образ», отвечаем себе на вопрос, доверительный это какой? Не для всех, а доверительный какой это для меня? Конкретно я воспринимаю в своей голове экспертного человека, то есть, это"
"1439320","1456100"," какой человек, который сидит в пиджаке или который просто умеет говорить четко, или который умеет классно доносить свои мысли? То есть, это не должно быть панацеей какого-то общего образа, это должно работать именно для вас. В основном, хочу сказать сразу такой спойлер, что очень многие ассоциации,"
"1456100","1474360"," они схожи между людьми и, скорее всего, вы не прогадаете, если напишете свой ряд ассоциаций, а попадете, наоборот, в вашу целевую аудиторию. Дальше. Когда вы написали и сформировали какие-то определенные образы в своей голове, подумайте у нее насчет более отдельных элементов, деталей. Цвета, или"
"1474360","1492480"," какие-то конкретные образы, или какие-то конкретные картинки. То есть, если это доверительный образ, то в моей голове он воспринимается какого цвета? Скорее всего, какой-то бежевый, или коричневый, или синий, темный, или какие-то монохромные цвета, белый, серый, черный. Если же я хочу, наоборот,"
"1492620","1513340"," чтобы меня воспринимали дружелюбно, то, скорее всего, это какие-то теплые цвета. Желтые, оранжевые, какая-то теплая, коричневая, бежевая. То есть, двигайтесь в эту сторону, сюда же подкрепляйте уже и детали. И последний вопрос. Какие стороны вашей жизни лучше всего транслируют эти качества? Что в"
"1513340","1530960"," вашей жизни уже имеет весь набор того, что вы хотите, чтобы вас именно таким образом воспринимали? То есть, если это экспертная какая-то часть, подумайте, что в своей жизни у вас есть такого экспертного, то есть, допустим, тот же поход на лекции или то же обучение, тот же процесс того,"
"1531140","1547860"," чтобы получать какие-то знания, это тоже своего рода экспертная грань вас, потому что она связана непосредственно с обучением и с получением какой-то новой информации. Думайте о том, допустим, вот я сейчас сижу и слушаю лекцию, я же могу взять и сфотографировать, как я это делаю. Я же могу"
"1547860","1565360"," не просто сидеть и слушать лекцию в домашнем, а я могу отнестись к этому как к особому мероприятию и одновременно с этим сделать себе несколько кадров для контента. То есть, всегда можно подумать, как я могу словить этот момент прямо сейчас и делать просто из событий своей жизни контент. Допустим,"
"1565400","1587410"," вы поехали на встречу с человеком, поехали в какое-то заведение, вы можете тоже сделать из этого контент, потому что это тоже часть вашей жизни. Вот, с визуалом да, с визуалом у нас примерно всё, так что давайте опять по нашей схеме, один вопросик и двигаемся дальше. Всё понятно, едем"
"1587410","1614040"," дальше, мне нравится. Так, про программы давайте поговорим чуть-чуть попозже. Мне нравится вопрос, когда стоит заморачиваться с оформлением, если ещё в начале пути 45 подписчиков? Во-первых, нужно ли вам заморачиваться? Да, вспоминаем, относится ли это как-то к вашей нише, к вашей деятельности?"
"1614160","1637820"," Если вы дизайнер, вероятно, заморачиваться стоит. Если вы коуч, или вы психолог, а зачем вам так сильно заморачиваться над визуалом? Мне кажется, в этом случае, чем понятнее, проще и целостнее ваш образ, то есть чем быстрее он считывается, тем лучше, тем и вам самим проще. В этом случае просто"
"1637820","1657000"," подумайте ничего того, как-то связана ли ваша ниша с оформлением или с дизайном. Если нет, попробуйте просто отнестись к визуалу как к чему-то, что вы можете делать легко, и в то же время, если вам совершенно не хватает никаких навыков того, где выбрать текст, как его оформлять, как"
"1657000","1674560"," это всё соотносить, вы можете, самый классный совет, самое классное упражнение, пойти в тот же Пинтерест, собрать себе доску с красивым дизайном, добавить туда буквально 5-6 картинок, нажать, там внизу есть кнопочка «Боги идеи», и вам сам Пинтерест подставит, покажет примерную похожую идею,"
"1675020","1692640"," попробовать просто повторить несколько слайдов, просто в самом Инстаграме. Я делаю 90, наверное, процентов своих сториз в самом Инстаграме, я не выпущу какие-то сторонние приложения. То же самое можно делать и с Reels, большинство Reels можно оформлять уже в самом Инстаграме, но насчёт вопроса"
"1692640","1705580"," того, если я в начале своего пути, мне кажется, уже со стартовой точки можно свой блог привести к тому формату, как вы хотите его в идеале видеть. То есть зачем вам ориентироваться на то, что вот когда у меня будет 100 подписчиков, когда у меня будет 1000 подписчиков, тогда я"
"1705580","1720820"," займусь своим блогом окончательно. Я бы делала это с самого начала, потому что тогда вы в своей голове сформируете мысль о том, что уже сейчас я отношусь к этому серьёзно, соответственно, я готов к тому, что мой блог будет расти. Я уже отношусь к этому как к своей работе, соответственно,"
"1721260","1741180"," блог тоже будет давать вам это в ответ. Такой энергообмен. Двигаемся дальше, потом уже вернёмся к визуалу. Карусели. Я это тоже хочу включить в момент визуала, потому что они сейчас пользуются популярностью, они сейчас хорошо работают и выходят на новую аудиторию, и поэтому будет грех просто мне"
"1741180","1758600"," рассказать про карусели. В общем, карусели — это просто формат постов, которые можно листать. Это несколько слайдов, и основное отличие карусели от постов, которые вы видели 3 года назад, 4 года назад, где были просто картинки, это то, что в карусели добавляется теперь текст. Я использую активно"
"1758600","1775160"," карусели, то есть это тоже процентов 60-70, наверное, даже моего контента. Они выглядят подобным образом. Я сочетаю просто картинку плюс текст, плюс добавляю какие-то минимальные элементы в своё оформление. Опять-таки, моя ниша связана с оформлением, поэтому я могу себе позволить над этим"
"1775160","1793880"," попариться. Если ваша ниша с этим не связана, вы можете использовать простые варианты оформления, я чуть-чуть попозже это тоже покажу. Вот. Суть алгоритма карусели в том, что ваша задача сделать так, чтобы это была тема, которая интересна вашей аудитории. То есть карусели — это не просто набор"
"1793880","1810160"," картинок с текстом, это такая же единица контента, как и рилсы, поэтому мы к ним относимся так же, как и к рилсам. Мы просто выбираем тему, которая будет интересна аудитории, мы также работаем с заголовками, мы также работаем с призывами, с воронками, про которые я расскажу чуть-чуть попозже,"
"1810700","1829220"," поэтому я рекомендую всегда оставлять связку смыслы, картинка, призыв к аудитории. Разбираем чуть-чуть подробнее, как это может выглядеть. Как я и сказала, есть форматы карусели, когда остаются только смыслы, только призыв к аудитории и воронка, соответственно. То есть мы можем выключить момент"
"1829220","1846840"," картинки и это тоже будет работать. Объясню почему. Суть карусели и почему этот формат сейчас работает хорошо для самого instagram. То есть, почему инстаграм сам продвигает карусели. Потому что каждый человек тратит на просмотр карусели пока он долистает этот слайд до конца довольно продолжительное"
"1846840","1861820"," время. Потому что это все нужно прочитать, это все нужно рассмотреть, посмотреть еще потом что сделать, какой-то комментарий оставить или подписаться, и так далее. Соответственно, на просмотр карусели он может потратить допустим, минут своего времени и для инстаграма это выгодно, потому что чем"
"1861820","1881580"," больше человек временью проводит в этом приложении, тем, соответственно, лучше самому Инстаграму, поэтому он и будет продвигать карусели. Поэтому вы также можете использовать такой формат, где мы отсекаем картинку, оставляем только смыслы, только призыв к аудитории, но помним, что в начале нашего"
"1881580","1900700"," слайда у нас должен быть довольно чёткий призыв. Например, психологи были не правы, вот что нужно говорить, когда... Я себя загораживаю сейчас. Когда ребёнок бьёт других, иначе он замкнётся. То есть мы выбираем какие-то заголовки, которые сразу максимум внимания возьмут на себя, и человеку"
"1900700","1918820"," захочется это всё рассмотреть, прочитать, досмотреть. То есть мы не начинаем с чего-то неважного, мы не начинаем со «Всем привет! Сегодня я хочу рассказать вам про то, что я узнала от своего психолога». Мы сразу говорим. Мне психолог рассказал это, я была просто в шоке. И дальше уже можем"
"1919580","1939600"," подмечать человека в суть. Я про вот эту механику повествования Storytelling тоже чуть-чуть попозже расскажу, сейчас так постепенно вас ввожу в эту суть. Так что запоминаю, мы можем в карусели включать как и формат... Как и формат смысла, картинка, призыв к аудитории, как это работает у меня, если"
"1939600","1962410"," это хоть как-то связано с вашей нишей, если вам это самим интересно. Или же мы можем вставлять формат смысла и призыв к аудитории. Вот. С каруселями пока что всё. Давайте вопросик. Двигаемся к воронкам. Если вопросы есть. Если вопросов нет, тоже не пишите. Вопросов нет. Всё понятно. Чтобы я"
"1962410","1991880"," понимала. Вопросов нет, всё. Всё чётко, хорошо. Так, вижу вопросик. Карусели делают в Stories или... Ага. Так, если мы вот про вот эту историю, которую у нас прямо сейчас на слайде."
"1991880","2014280"," Это просто вообще скриншот из заметок. Заходим в заметки, пишем текст, скриним, выкладываем в пост. Если история про мою визуальную такую часть, визуальную карусель. Здесь я делаю... На самом деле у меня есть вообще два блога. Один личный блог, где он просто не связан с какой-то коммерческой"
