"start","end","text"
"223460","246540"," дал. Мы просим провести анализ и внедрить его. Обычно он хорошо проводит анализ, но забывает внедрить. Для этого, когда он сейчас завершит, я его попрошу, чтобы он точно все внедрил. Это бывает помогает, если он прям дает супер какую-то ересь, ответы, которые очень сильно нам не нравятся. То есть"
"246540","276490"," этот промпт помогает очень сильно его встрясти и привести в чувство, когда он плохо дает на внимание. Здесь я его даже стопорю и говорю, ты сделал анализ, но ничего не внедрил из него. Зачем вообще делал? И сейчас он заново обратится к результату этого анализа и внедрит этот пункт. В"
"276490","299360"," общем, их имплементирует в новый уже классный ответ. По большому счету, мы его можем уже сразу же и вставлять. Он сделал анализ заново, подготовился к своей ошибке и еще дал более качественный текст, где гораздо больше детализации и глубины, и нет тех типичных ошибок, которые он любит допускать."
"301680","317940"," Когда он дает нам текста, я рекомендую не дочитывать до конца. Если он говорит что-то не то. Например, нам не понравилось что-то в первом абзаце, мы сразу же можем нажать escape, поставить на паузу и дальше уже что-то сказать. Есть также очень популярный промпт, который я использую."
"318080","341820"," Это промпт с типичными ошибками, которые он может допускать. Он полегче, не такой длинный, как промпт для самоанализа, но помогает очень легко его встрясти. Сейчас я ему напишу, напиши мне свои мысли. Сразу, давай, текста. Вот, это промпт для самоанализа. Не для самоанализа, промпт с типичными"
"341820","359260"," ошибками он тоже будет. Ниже его можно будет скопировать. Я его обычно всегда оставляю, когда вижу что он допускает какую-то большую, такую типичную ошибку в первых двух абзацах. И даже не дослушиваю его до конца. Нам очень важно, вообще, ну, можно не читать текст. Можно это не делать. Нам"
"359260","375040"," главное визуально пробегаться, смотреть есть ли тут глубина, детализированность, насколько здесь есть контроверсия, провокация и так далее. То есть мы глазами просто пробегаемся по всех листов. И он дает нам прям шикарный ответ. Здесь очень много глубины и детализации. Есть еще очень хороший"
"375040","392920"," промпт, который, наоборот, не из типичных ошибок, которые нельзя допускать, а, наоборот, из хорошего, из best practice, что можно и нужно внедрить. Дай как можно больше примеров, конкретики и так далее. Он также помогает его встрясти. Тем самым мы можем его в одну сторону трясти и в другую. И вот"
"392920","413350"," так его сбалтывать, говоря, что он делает неправильно и что правильно. И тем самым он будет гораздо быстрее приводить себя в чувства и давать наиболее качественные ответы. Иногда нам может еще помочь промпт, когда он использует общие фразы либо банальные пункты. Я вот его использую. Он очень"
"413350","435830"," короткий, простой, быстрый. И как только мы видим, что он дает советы вроде бы в духе «Ешь меньше, гуляй больше», то мы ему скидываем эту штучку, и он гораздо более интересный пункт дает. И здесь мы как раз добиваемся немножко такой эффекта дефицитности. Потому что все говорят «Ешь меньше, гуляй"
"435830","455160"," больше», но если мы что-то необычное предложим, то как раз же книжка эту штучку однозначно внедрит. И пункты будет гораздо интереснее читать. Человек будет читать, у него будет эффект «О, вот оно как на самом деле». То есть это, конечно, очень важно. И тем самым он даст нам сейчас,"
"455580","478520"," по сути, эталонный ответ, который мы можем использовать. Здесь есть как сразу заголовок. Его можно использовать сразу же, копировать, либо чуть-чуть адаптировать под себя. И здесь есть сам текст. Я скопирую сам текст и вставлю его в Google Chrome, в Google Translate. Это нам нужно, чтобы убрать"
"478520","494680"," лишнее. То есть у нас вот эта часть копировалась, а нам не нужно. По сути, вот это все не нужно. Для этого мы просто вставим этот текст в Google Translate и оттуда уберем лишнее. И также почитаем, сколько там символов. Я вставил наш ответ из GPT-шки в Google Translate."
"495140","515520"," Мы можем здесь одну, давайте, клавишу ударить, все лишнее сверху, все снизу. И посмотреть самое главное число символов. Здесь это 2000. Значит, он переборщил. Если он переборщивает сильно, где-то более 400 символов, он ланц лимит 2000. Я рекомендую зайти обратно в GPT-шку и написать ему переделать"
"515520","536740"," текст в наш лимит. Если он вышел не сильно, там за 300 символов, то можно убрать просто лишнее. Можно убрать, например, вопрос. По-моему, он здесь вмешал в конце добавить приписку себя. Обычно лишнее — это последнее предложение в текстах. Они обычно несут минимальную ценность. Если нам нужно"
"536740","562840"," подобрать объем, мы убираем что-то оттуда. Здесь мы убрали последнее предложение. И вот это уберем. И в итоге отлично, мы влезли в лимит. Дальше я просто копирую все описание и вставляю в себя отдельно в телеграм-канал, в свой личный, закрытый, где у меня все эти тексты собраны. И"
"562840","568920"," дальше уже с телефона выставляю. Вот такую процедуру делаем 10 раз в день, и блок болеть точно не будет. "
