"start","end","text"
"986620","1010680"," чатом GPT, опять же, в создание своей кастомной модели. На все это нужно время. Ты готов выделить время? Ты будешь выделять это время? Ты пришел сюда для того, чтобы выделять это время? Либо для того, чтобы потом жаловаться на то, что на это время немного уходит. А из-за этого"
"1010680","1034160"," я не доделал то, что должен был доделать. Тебе нужны усилия определенные. Работа с блогом — это постоянные усилия. Это усилия изо дня в день. Это не вот сейчас я поделаю 2, 3, 5, 7, 10, 30 дней, и у меня будет тысяча подписчиков. Потом они все будут меня любить,"
"1034220","1056660"," будут мне денег платить. Нет. Это постоянный, ежедневный, каждодневный труд. Тебе нужно встать с утра, выложить определенное количество рилсов. Подумать о том, что это за рилсы будут. И потом отследить вечером или на следующий день, какие они набрали результаты. Понять, куда ты пойдешь после этого. "
"1057620","1080800"," Это определенные усилия, определенная усидчивость. Далее. Эксперименты. Все эксперименты зависят только от тебя. Мы дадим тебе готовые шаблоны. Мы дадим тебе готовые темы. Мы дадим тебе готовые тексты. Но жить на них всю жизнь внутри блога нельзя. Важно, что ты сам в определенный момент должен"
"1080800","1101060"," подумать. Блин, а мне вот эта тема нравится. А может быть на нее напишу. А может быть и вот так вот попробую. А может быть про котиков сегодня вообще напишу. А завтра про космос может быть напишу. А мне же нравится про космос. И эксперименты это твоя зона ответственности. Далее."
"1101300","1128000"," Результат. Результат находится только внутри твоей зоны ответственности. Ты пришел сюда для того, чтобы получить определенные инструменты. Если мы это попробуем наложить на столярное дело. На создание каких-нибудь деревянных столиков, столов. Мы все, наверное, в школе когда-то в детстве. Может быть"
"1128000","1148100"," кто-то да, может кто-то нет. Но большинство. Проходили столярное дело. Когда нужно было на трудах что-то делать из дерева. Так вот у тебя там на трудах были инструменты. У тебя была стамеска. У тебя были какие-то может быть маломальские станки. У тебя был напильник. У тебя"
"1148100","1177500"," были наждачки. И твоим результатом должен был быть какой-нибудь стул. Или какая-нибудь лопаточка, которую переворачивают блинные люди. У тебя был наставник в виде учителя по труду. Но результат зависел исключительно от тебя. Нельзя было войти в класс труда и расслабиться. Ну все, я же в класс"
"1177500","1196840"," пришел, я дошел до этого. Расслабиться и вот лопатка перед тобой материализовалась. Нет, такого не было. Нужно было потратить на то, чтобы создать лопатку время, усилия. Нужно было где-то поэкспериментировать, где-то пожестче нажать, где-то помягче. Подумать, какой инструмент где применить. И"
"1196840","1220900"," только тогда ты получил бы результат. И это самое важное. И могло не получиться с первого раза. И это тоже нормально, что у тебя могло... Твой аккаунт мог не залететь, может не залететь. Это тоже нормально. Поэтому ищи, тестируй, исправляй, докручивай. Задавай вопросы, пока у тебя есть на это"
"1220900","1245220"," возможность внутри группы. Делай какие-то действия. Задавай вопросы внутри чатов. Приходи на общие созвоны. Отдавай свой аккаунт на посмотреть. Своему наставнику тебе дадут обратную связь. Как и учитель трудов мог твою лопаточку взять в руки и сказать Слушай, ну ты вот тут вот переточил. Слишком"
"1245220","1269140"," узкое горлышко перед самой лопаткой. Когда будешь работать, сломается. Или сама лопатка слишком толстая. Попробуй переделать в следующий раз. И важно, что тебе придется и нужно будет переделывать все. Несколько и несколько раз. И это нормально. Давай дальше. Есть ответственность внутренняя или есть"
"1269140","1292580"," ответственность внешняя? Что такое внутренняя зона ответственности? Это твой контент. Ты отвечаешь за свой контент. За его выкладку. За те темы, которые ты делаешь. За то, о чем пишет чат G5. Смотришь ли ты вообще? Проверяешь ли ты вообще это? Это проба, эксперименты. Какие темы ты будешь делать"
"1292580","1314160"," сегодня? Какие завтра? О чем ты хочешь написать? Лично я пишу себе в заметочке иногда какие-то темы. Вот пришла идея. Блин, завтра надо написать. Запишу куда-нибудь. Это, собственно, сами идеи вообще. Ты можешь их сам придумывать из головы. А можешь искать в инстаграме, у других пользователей."
"1314840","1335680"," Можешь заходить куда-нибудь в ютуб. Если ты пишешь про отношения, ну зайди в ютуб. Ну напиши отношения в поиске. Ну посмотри, что тебе выдает в рилсах. Возьми оттуда какую-то мысль, идею. Забей ее в чат G5, он выдаст тебе текст. Отправь его в свой блог и посмотри, как"
"1335680","1363440"," на это среагирует аудитория. Можешь либо копировать чьи-то другие идеи, либо вдохновляться другими идеями, либо придумывать свои. И это тоже важно. Это идеи. Далее. Запуск. Все, что связано с каким-то курсом, с каким-то вообще в целом, со всем тем, что нужно тебе для того, чтобы запустить свой"
"1363440","1387240"," аккаунт, допустим. Покупка аккаунта и так далее. Все это лежит на тебе. В этом нужно разобраться. Нужно попробовать. Нужно сделать ошибки. Сделай это. И анализ. Ты выложил что-то. Ты что-то сделал. Посмотри, какие результаты. Как это получилось или не получилось? На что здесь можно опереться? Вот"
"1387240","1411680"," эти темы зашли, а эти не зашли. Тогда какие ты берешь? Какие тебе нравятся? Это внутренняя зона ответственности твоя. Есть внешняя зона. То, на что ты лично активно влиять не можешь. Это реакция людей. Ты выложил что-то, и люди не среагировали. Наверное, стоит переделать. Или ты выложил что-то,"
"1411760","1432240"," и люди среагировали негативно. Так это же хорошо. Не ты за это отвечаешь. За это отвечает общее информационное поле. Но это тоже хорошо. Негативная реакция – это тоже реакция. Ты за нее не отвечаешь. За это отвечают люди. Внешняя зона ответственности – это алгоритмы. Твой аккаунт может быть просто"
"1432240","1457320"," какой-то совсем мертвый. Почему-то алгоритмы решили, вся машина алгоритмов решила, что они не будут его поддерживать. Ну хорошо, используй его на протяжении трех месяцев. Подумай, посмотри, сделай максимум. Обучись на нем. И если алгоритмы его не восприняли, смени его. Возьми новый. Возьми два"
"1457320","1478040"," новых. Попробуй еще раз. И алгоритмы рано или поздно воспримут твой аккаунт. И случайности. Случайности – это такая вещь, которую невозможно предугадать. Иногда можно написать что-то про психологию, и это очень сильно зайдет людям. А иногда психологу можно написать что-то про котиков, и это"
"1478040","1493760"," внезапно сильно зайдет людям. Или не про котиков, или про магию, или про еще что-то. Про Вторую мировую войну, я не знаю, или еще про что-то. И это внезапно зайдет людям, и придут какое-то количество новых подписчиков. Это будет какой-то стотысячник или миллионник. И ты за"
"1493760","1517420"," это не отвечаешь. Ты на этом не должен фокусироваться. Тебе важно фокусироваться лишь на первом. На контенте, на пробах, на идеях, на запуске или на анализе. Это то, что находится внутри твоей зоны ответственности. Наверное, одна из самых основных мыслей этого видео, которую я хотел бы тебе"
"1517420","1537840"," передать, это то, что если ты не делаешь, то ты не растешь. Каждое выполненное задание – это опыт, который невозможно купить, невозможно передать. Твой опыт находится внутри тебя, и он находится внутри действий. Только когда ты что-то сделал, после этого получил какой-то результат или отсутствие"
"1537840","1562300"," результата, что тоже является результатом, это опыт. Важно прийти к этому опыту. Но если ты не будешь ничего делать, то этого опыта у тебя не будет. И далее – это системность и договоренность с собой. Важно каждый день выделять время, создать какое-то расписание и придерживаться его. Лично я обычно"
"1562300","1584000"," трачу с утра 1 час на постинг, на постинг и поиск идей. Если только постинг, поиск идей был до этого, то у меня уходит на это порядка 30 минут, не больше. Это 10 постов в день. Это мой нормальный обычный ритм. Далее – ставь какие-то цели для себя. Определи"
"1584000","1605140"," какие-то конкретные результаты. Твоя первая цель, допустим, это 1000 подписчиков. Это хорошая цель, когда у тебя их ноль. Это отличная цель. На это может уйти 30, может быть 60 дней. Это нормально. Но цель будет достигнута. Следующая цель будет 5000 подписчиков. И ты ее точно достигнешь, если"
"1605140","1627000"," продолжишь делать методично то, что ты делаешь. И если ты, вернемся сюда, будешь внутри своей зоны ответственности, внутри контента, проб, идей, запуска и анализа. Следующая цель у тебя может быть 10. Следующая цель может быть 15, 20, 30, 40, 50, 100 потом. И ты точно до этого дойдешь, если ты"
"1627000","1646060"," будешь внутри своей зоны ответственности. Определи конкретные результаты какие-то. Чего ты хочешь достигнуть. Ты пришел в блог не для того, чтобы развивать блог, а для того, чтобы сначала достигнуть свою первую тысячу. Вот моя первая тысяча. Я дошел. Я красавчик. Я молодец. Я умница. Все. Дальше"
"1646060","1675480"," иду к 5000. Все. После этого. Забрало вниз, упало. Пошел до этих 5000. Работаешь, работаешь, работаешь. И отслеживай прогресс. Сейчас не покажу, но... Жалко, не взял с собой. В общем, я расчертил себе на 30 дней листочки. И каждый день писал, сколько у меня подписчиков. В Телеграме и в Инстаграме."
"1676540","1698480"," И это очень сильно мотивировало. Когда ты смотришь, что в первый день месяца у тебя было 10 тысяч подписчиков, а в последний день месяца у тебя 30 тысяч подписчиков. Прошло всего лишь 30 дней. У тебя плюс 20 тысяч подписчиков. Это очень сильно мотивирует. Поэтому сделай себе гугл таблицу. Пиши"
"1698480","1721680"," где-то на бумаге, может быть. Я не знаю. Наберись где-нибудь. Высекай это. На глиняных табличках. Вот как у тебя получается, так и работает, так и отлично. И делай это. Используй это. Анализируй свои достижения. Давай перейдем к ключевым терминам. Внутренняя зона ответственности. Ты ответственен за"
"1721680","1747680"," то, за что ты ответственен. Есть то, за что ты не ответственный. Не нужно пытаться там как-то влиять. Уровень субъективного контроля. Ты контролируешь то, что контролируешь. Ты не можешь контролировать большего. Но ты можешь контролировать меньше, точнее. Предпринимательская позиция. Тебе важно"
"1747680","1769940"," делать что-то, для того, чтобы у тебя был какой-то результат. Предпринимать какие-то действия, как-то двигаться – это твоя задача, это находится исключительно внутри тебя. Инициатива, да, возьми инициативу за то, чтобы написать ребятам в чате. Возьми инициативу за то, чтобы написать наставнику."
"1770340","1795480"," Возьми инициативу за то, чтобы задать какой-то вопрос, за то, чтобы еще раз, может быть, изучить урок. Действуй из инициативы. И авторская жизненная позиция – только ты автор того, что происходит внутри твоей жизни и твоего блога. И никто более, никто во внешней среде не влияет на твои результаты,"
"1795540","1823240"," поэтому возьми ответственность за свои результаты и действуй. Курс не создает тебе результат, да, результат создаешь ты сам. Курс – это набор инструментов, гаечек, болтиков, ключей, только ты сам можешь взять их в руки и начать крутить. И инструменты, все инструменты внутри этого курса будут у тебя"
"1823240","1845880"," в руках, но только ты выбираешь, использовать эти инструменты или не использовать их. И подумай дальше о том, что же ты, собственно, выбираешь для себя, да, это позиция клиента, когда вроде бы как будто бы должны сделать за тебя, либо это позиция создателя. Лично я выбрал для себя позицию"
"1845880","1871700"," создателя. Ты можешь выбрать для себя позицию клиента, но тогда внутри курса, к сожалению, никто за тебя ничего не создаст, потому что ты здесь не клиент, ты здесь создатель. На этом все, спасибо, возьми ответственность за свою жизнь хотя бы внутри курса, за свой результат и действуй и у тебя"
"1871700","1874320"," точно все получится. Пока-пока. "
